sample_name,sample_title_DO_NOT_EDIT,library_name,organism,ncbi_taxon_id,cultivar_or_isolate_or_ecotype,tissue,tissue_developmental_stage,plant_age,treatment,specimen_source,growing_location,growing_conditions,geographic_location,biological_replicate,tissue_harvested_by,tissue_harvest_date,sample_tissue_comments,nucleic_acid_extraction_method,dnase_rnase_treatment,nucleic_acid_clean_method,nucleic_acid_concentration_via_qubit_ng/ul,nanodrop_260/280,nanodrop_260/230,nucleic_acid_volume_ul,nucleic_acid_buffer,nucleic_acid_extracted_by,nucleic_acid_extraction_date,nucleic_acid_image,Plate,Well,nucleic_acid_comments
19A0405,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,2263.416,1.97,1.631,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_05,B04,
19A0052,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,1137.895,2.024,1.263,20,Water,Jenna Hershberger,6/18/20,FALSE,SC_RNA_05,B05,
19A0317,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,666.829,2.006,1.049,20,Water,Jenna Hershberger,7/6/20,FALSE,SC_RNA_05,B06,
19A0048,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,593.044,2.017,1.356,20,Water,Jenna Hershberger,6/28/20,FALSE,SC_RNA_05,B07,
Neg_Control,,,Zea mays,1,Cultivar,seed,400 GDD after pollination,,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,,,Hot Borate,yes,,,,,20,Water,Jenna Hershberger,,FALSE,SC_RNA_05,B08,
19A0064,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,665.271,2.083,2.21,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_05,B09,
19A0135,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,753.954,2.059,1.513,20,Water,Jenna Hershberger,7/6/20,FALSE,SC_RNA_05,B10,
19A0187,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,Bicolor?,Hot Borate,yes,,332.321,2.027,1.342,20,Water,Jenna Hershberger,7/1/20,FALSE,SC_RNA_05,C01,
19A0402,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,1053.659,2.066,1.476,20,Water,Jenna Hershberger,7/9/20,FALSE,SC_RNA_05,C02,
19A0188,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,562.114,2.021,1.657,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_05,C03,
19A0455,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,1399.935,2.017,1.665,20,Water,Jenna Hershberger,6/21/20,FALSE,SC_RNA_05,C04,
19A0030,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,1017.836,2.037,1.319,20,Water,Jenna Hershberger,6/21/20,FALSE,SC_RNA_05,C05,
19A0073,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,72,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/24/19,,Hot Borate,yes,,2083.92,1.984,1.87,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_05,C06,
19A0011,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,1179.784,2.053,1.658,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_05,C07,
19A0451,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,973.549,2.077,1.424,20,Water,Jenna Hershberger,7/1/20,FALSE,SC_RNA_05,C08,
19A0363,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,Secondary,Hot Borate,yes,,16.07,1.633,0.543,20,Water,Jenna Hershberger,6/29/20,FALSE,SC_RNA_05,C09,
19A0167,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,78,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/30/19,,Hot Borate,yes,,2078.826,2.045,2.095,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_05,D01,
19A0391,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,773.544,2.092,2.168,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_05,D02,
19A0017,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,69,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/21/19,,Hot Borate,yes,,782.424,2.085,1.983,20,Water,Jenna Hershberger,7/7/20,FALSE,SC_RNA_05,D03,
19A0217,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,745.938,2.038,1.291,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_05,D04,
19A0260,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,102,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/23/19,,Hot Borate,yes,,2476.454,1.43,1.203,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_05,D05,
19A0436,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,211.203,1.984,1.25,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_05,D06,
19A0308,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,2274.226,2.014,1.715,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_05,D07,
19A0120,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,31.752,1.78,0.753,20,Water,Jenna Hershberger,6/18/20,FALSE,SC_RNA_05,D08,junk in bottom day 2
19A0377,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,940.511,2.055,1.381,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_05,D09,
19A0019,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,1486.215,2.027,2.041,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_05,E01,
19A0071,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,579.054,2.053,2.168,20,Water,Jenna Hershberger,6/28/20,FALSE,SC_RNA_05,E02,
19A0373,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,102,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/23/19,,Hot Borate,yes,,895.574,2.023,1.549,20,Water,Jenna Hershberger,7/6/20,FALSE,SC_RNA_05,E03,
19A0214,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,800.337,2.055,1.502,20,Water,Jenna Hershberger,7/1/20,FALSE,SC_RNA_05,E04,
19A0038,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,937.763,2.064,2.215,20,Water,Jenna Hershberger,7/9/20,FALSE,SC_RNA_05,E05,
19A0282,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,4.544,0.744,0.13,20,Water,Jenna Hershberger,6/23/20,FALSE,SC_RNA_05,E06,junk
19A0001,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,2637.961,1.765,1.474,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_05,E07,
19A0130,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,696.299,2.036,1.534,20,Water,Jenna Hershberger,6/28/20,TRUE,SC_RNA_05,E08,
19A0097,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,1116.474,2.091,1.706,20,Water,Jenna Hershberger,7/7/20,FALSE,SC_RNA_05,E09,
19A0424,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,537.057,2.041,1.446,20,Water,Jenna Hershberger,6/22/20,FALSE,SC_RNA_05,F01,
19A0045,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,72,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/24/19,,Hot Borate,yes,,2290.756,2.019,1.86,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_05,F02,
19A0383,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,181.686,1.937,0.985,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_05,F03,
19A0285,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,71.24,1.669,0.447,20,Water,Jenna Hershberger,6/23/20,FALSE,SC_RNA_05,F04,
19A0324,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,387.471,2.019,1.152,20,Water,Jenna Hershberger,6/22/20,FALSE,SC_RNA_05,F05,
19A0460,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,1834.67,2.044,1.799,20,Water,Jenna Hershberger,6/18/20,FALSE,SC_RNA_05,F06,
19A0307,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,929.484,1.995,1.091,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_05,F07,
19A0429,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,99,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/20/19,,Hot Borate,yes,,624.345,2.047,1.265,20,Water,Jenna Hershberger,7/16/20,FALSE,SC_RNA_05,F08,
19A0385,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,2199.672,1.97,1.55,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_05,F09,
19A0140,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,92,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/13/19,,Hot Borate,yes,,384.616,2.063,2.039,20,Water,Jenna Hershberger,7/7/20,FALSE,SC_RNA_05,G01,
19A0452,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,569.343,2.052,1.447,20,Water,Jenna Hershberger,6/22/20,FALSE,SC_RNA_05,G02,
19A0145,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,1024.27,2.047,1.275,20,Water,Jenna Hershberger,7/6/20,FALSE,SC_RNA_05,G03,
BLANK,,,Zea mays,1,Cultivar,seed,400 GDD after pollination,,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,,,Hot Borate,yes,,,,,0,Water,Jenna Hershberger,,FALSE,SC_RNA_05,G04,
19A0043,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,1126.891,2.087,2.227,20,Water,Jenna Hershberger,7/6/20,FALSE,SC_RNA_05,G05,
19A0208,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,1173.598,1.986,1.167,20,Water,Jenna Hershberger,7/9/20,FALSE,SC_RNA_05,G06,
19A0396,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,35.909,1.581,0.408,20,Water,Jenna Hershberger,6/23/20,FALSE,SC_RNA_05,G07,
19A0166,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,472.198,2.006,1.464,20,Water,Jenna Hershberger,6/21/20,FALSE,SC_RNA_05,G08,
19A0417,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,661.731,2.036,1.414,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_05,G09,
19A0003,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,72,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/24/19,,Hot Borate,yes,,997.746,2.087,2.028,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_05,H01,
19A0362,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,5.405,0.825,0.143,20,Water,Jenna Hershberger,6/23/20,FALSE,SC_RNA_05,H02,junk
19A0351,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,990.227,2.206,1.64,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_05,H03,
Pos_Control,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,,,Hot Borate,yes,,,,,20,Water,Jenna Hershberger,,FALSE,SC_RNA_05,H04,
19A0155,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,757.251,1.97,0.985,20,Water,Jenna Hershberger,7/9/20,FALSE,SC_RNA_05,H05,
19A0338,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,624.615,2.059,2.124,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_05,H06,
19A0459,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,214.051,1.739,0.49,20,Water,Jenna Hershberger,6/23/20,FALSE,SC_RNA_05,H07,
Pos_Control,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,,,Hot Borate,yes,,,,,20,Water,Jenna Hershberger,,FALSE,SC_RNA_05,H08,
19A0416,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,92,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/13/19,,Hot Borate,yes,,386.361,2.048,1.32,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_05,H09,
